season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,player_id,id,name,team,position,price,start_price,end_price,price_change,points_per_million,points_per_90,minutes_per_game,goal_contributions,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90,saves_per_90,clean_sheet_rate,bonus_per_90,total_points_lag1,total_points_lag2,minutes_lag1,minutes_lag2,goals_scored_lag1,goals_scored_lag2,assists_lag1,assists_lag2,clean_sheets_lag1,clean_sheets_lag2,bonus_lag1,bonus_lag2,points_per_90_lag1,points_per_90_lag2,xg_per_90_lag1,xg_per_90_lag2,xa_per_90_lag1,xa_per_90_lag2,pos_DEF,pos_FWD,pos_GKP,pos_MID,season_num
2025/26,109745,45,40,2,90,0,0,0,1,0,0,0,0,0,2,0,11,19.8,0.0,0.0,2.0,3,8,0,0,1,0.0,0.0,0.0,0.98,2,2,Arrizabalaga,Arsenal,GKP,5.0,4.5,4.0,-0.5,0.5,2.0,2.3684210526315788,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,106.0,0.0,2790.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,3.4193548387096775,0.0,0.001935483870967742,0.0,0.000967741935483871,0.0,False,False,True,False,5.0
2021/22,437495,50,48,106,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,Meslier,Arsenal,GKP,5.0,5.0,4.8,-0.20000000000000018,22.083333333333336,2.8191489361702127,89.05263157894737,0,0.0,0.0,0.0,0.0,0.0,3.803191489361702,0.13157894736842105,0.2127659574468085,154.0,,3150.0,,0.0,,0.0,,11.0,,20.0,,4.4,,0.0,,0.0,,False,False,True,False,1.0
2022/23,437495,45,44,90,3060,0,0,5,67,0,0,0,3,0,94,8,548,738.6,0.0,17.0,75.9,0,0,0,0,34,0.12,0.01,0.13,57.06,3,3,Meslier,Arsenal,GKP,5.0,4.5,4.4,-0.09999999999999964,20.454545454545453,2.6470588235294117,80.52631578947368,0,0.0,0.0,0.003529411764705882,0.00029411764705882356,0.003823529411764706,2.764705882352941,0.13157894736842105,0.23529411764705882,106.0,154.0,3384.0,3150.0,0.0,0.0,0.0,0.0,5.0,11.0,8.0,20.0,2.8191489361702127,4.4,0.0,0.0,0.0,0.0,False,False,True,False,2.0
2025/26,437495,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,Meslier,Arsenal,GKP,5.0,4.5,4.1,-0.40000000000000036,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,106.0,3060.0,3384.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,2.6470588235294117,2.8191489361702127,0.003529411764705882,0.0,0.00029411764705882356,0.0,False,False,True,False,5.0
2021/22,226597,50,53,146,3063,5,0,13,38,0,0,0,6,1,0,16,682,746.8,131.6,470.0,134.7,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,Gabriel,Arsenal,DEF,8.0,5.0,5.3,0.2999999999999998,27.547169811320757,4.289911851126347,80.60526315789474,5,0.14691478942213518,0.0,0.0,0.0,0.0,0.0,0.34210526315789475,0.4701273261508325,78.0,,1996.0,,2.0,,0.0,,6.0,,7.0,,3.517034068136273,,0.0,,0.0,,True,False,False,False,1.0
2022/23,226597,50,52,146,3409,3,0,14,43,0,0,0,5,0,0,15,723,743.8,131.4,401.0,127.7,0,0,0,0,38,5.04,0.66,5.7,41.84,4,4,Gabriel,Arsenal,DEF,8.0,5.0,5.2,0.20000000000000018,28.076923076923077,3.8545027867409796,89.71052631578948,3,0.0792021120563215,0.0,0.13305954825462013,0.01742446465239073,0.15048401290701086,0.0,0.3684210526315789,0.39601056028160747,146.0,78.0,3063.0,1996.0,5.0,2.0,0.0,0.0,13.0,6.0,16.0,7.0,4.289911851126347,3.517034068136273,0.0,0.0,0.0,0.0,True,False,False,False,2.0
2023/24,226597,50,54,149,3042,3,1,16,26,1,0,0,4,0,0,8,676,675.8,121.9,379.0,117.9,0,0,0,0,34,4.48,0.65,5.13,26.18,4,4,Gabriel,Arsenal,DEF,8.0,5.0,5.4,0.40000000000000036,27.59259259259259,4.40828402366864,80.05263157894737,4,0.08875739644970415,0.02958579881656805,0.13254437869822489,0.019230769230769232,0.1517751479289941,0.0,0.42105263157894735,0.2366863905325444,146.0,146.0,3409.0,3063.0,3.0,5.0,0.0,0.0,14.0,13.0,15.0,16.0,3.8545027867409796,4.289911851126347,0.13305954825462013,0.0,0.01742446465239073,0.0,True,False,False,False,3.0
2024/25,226597,60,61,117,2363,3,2,10,22,0,0,0,4,0,0,9,459,584.6,208.8,287.0,108.2,0,0,0,159,28,2.7,1.21,3.91,23.09,4,4,Gabriel,Arsenal,DEF,8.0,6.0,6.1,0.09999999999999964,19.18032786885246,4.456199746085485,62.18421052631579,5,0.11426153195090985,0.0761743546339399,0.10283537875581887,0.04608548455353364,0.14892086330935253,0.0,0.2631578947368421,0.3427845958527296,149.0,146.0,3042.0,3409.0,3.0,3.0,1.0,0.0,16.0,14.0,8.0,15.0,4.40828402366864,3.8545027867409796,0.13254437869822489,0.13305954825462013,0.019230769230769232,0.01742446465239073,True,False,False,False,4.0
2025/26,226597,60,73,209,2750,3,5,18,20,0,0,0,4,0,0,30,724,824.0,128.5,298.0,125.0,239,64,38,277,30,2.94,1.75,4.69,22.01,4,4,Gabriel,Arsenal,DEF,8.0,6.0,7.3,1.2999999999999998,28.63013698630137,6.84,72.36842105263158,8,0.09818181818181818,0.16363636363636364,0.09621818181818181,0.05727272727272727,0.1534909090909091,0.0,0.47368421052631576,0.9818181818181818,117.0,149.0,2363.0,3042.0,3.0,3.0,2.0,1.0,10.0,16.0,9.0,8.0,4.456199746085485,4.40828402366864,0.10283537875581887,0.13254437869822489,0.04608548455353364,0.019230769230769232,True,False,False,False,5.0
2024/25,445122,55,55,114,2415,1,3,11,21,0,0,0,7,0,0,9,426,393.0,296.8,254.0,94.2,0,0,0,125,27,1.23,1.3,2.53,21.09,5,5,J.Timber,Arsenal,DEF,6.5,5.5,5.5,0.0,20.727272727272727,4.248447204968945,63.55263157894737,4,0.037267080745341616,0.11180124223602485,0.045838509316770186,0.048447204968944106,0.09428571428571428,0.0,0.2894736842105263,0.33540372670807456,0.0,,70.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.025714285714285714,,True,False,False,False,4.0
2025/26,445122,55,60,149,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,82,97,66,148,28,4.71,1.53,6.24,17.45,5,5,J.Timber,Arsenal,DEF,6.5,5.5,6.0,0.5,24.833333333333332,5.469004893964111,64.52631578947368,9,0.1101141924959217,0.2202283849918434,0.17287928221859708,0.056158238172920066,0.22903752039151715,0.0,0.34210526315789475,0.3303425774877651,114.0,0.0,2415.0,70.0,1.0,0.0,3.0,0.0,11.0,0.0,9.0,0.0,4.248447204968945,0.0,0.045838509316770186,0.0,0.048447204968944106,0.025714285714285714,True,False,False,False,5.0
2021/22,462424,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,6,Saliba,Arsenal,DEF,6.0,4.5,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,True,False,False,False,1.0
2022/23,462424,45,49,117,2415,2,1,12,25,1,0,0,4,0,0,14,571,529.0,100.8,114.0,74.5,0,0,0,0,27,0.91,0.32,1.23,26.86,6,6,Saliba,Arsenal,DEF,6.0,4.5,4.9,0.40000000000000036,23.877551020408163,4.360248447204969,63.55263157894737,3,0.07453416149068323,0.037267080745341616,0.03391304347826087,0.011925465838509317,0.045838509316770186,0.0,0.3157894736842105,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,2.0
2023/24,462424,50,59,164,3420,2,1,18,29,0,0,0,4,0,0,13,781,697.2,152.1,140.0,99.1,0,0,0,0,38,1.7,0.9,2.6,28.32,6,6,Saliba,Arsenal,DEF,6.0,5.0,5.9,0.9000000000000004,27.796610169491522,4.315789473684211,90.0,3,0.05263157894736842,0.02631578947368421,0.04473684210526316,0.02368421052631579,0.06842105263157895,0.0,0.47368421052631576,0.34210526315789475,117.0,0.0,2415.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,14.0,0.0,4.360248447204969,0.0,0.03391304347826087,0.0,0.011925465838509317,0.0,True,False,False,False,3.0
2024/25,462424,60,64,130,3039,2,0,12,29,0,0,0,2,1,0,14,564,672.6,150.1,116.0,94.2,0,0,0,216,35,2.42,1.28,3.7,30.32,6,6,Saliba,Arsenal,DEF,6.0,6.0,6.4,0.40000000000000036,20.3125,3.8499506416584404,79.97368421052632,2,0.059230009871668314,0.0,0.07166831194471866,0.037907206317867724,0.10957551826258638,0.0,0.3157894736842105,0.4146100691016782,164.0,117.0,3420.0,2415.0,2.0,2.0,1.0,1.0,18.0,12.0,13.0,14.0,4.315789473684211,4.360248447204969,0.04473684210526316,0.03391304347826087,0.02368421052631579,0.011925465838509317,True,False,False,False,4.0
2025/26,462424,60,63,137,2614,1,0,15,20,0,0,0,2,0,0,12,581,552.6,201.0,90.0,84.3,158,113,35,193,30,0.88,1.21,2.09,20.41,6,6,Saliba,Arsenal,DEF,6.0,6.0,6.3,0.2999999999999998,21.746031746031747,4.716908951798011,68.78947368421052,1,0.03442999234889059,0.0,0.03029839326702372,0.04166029074215761,0.07195868400918133,0.0,0.39473684210526316,0.4131599081866871,130.0,164.0,3039.0,3420.0,2.0,2.0,0.0,1.0,12.0,18.0,14.0,13.0,3.8499506416584404,4.315789473684211,0.07166831194471866,0.04473684210526316,0.037907206317867724,0.02368421052631579,True,False,False,False,5.0
2024/25,499169,45,45,37,1362,1,0,5,16,0,0,0,3,2,0,0,237,176.0,170.7,57.0,40.0,0,0,0,54,15,0.16,0.51,0.67,16.65,7,7,Lewis-Skelly,Arsenal,MID,5.5,4.5,4.5,0.0,8.222222222222221,2.444933920704846,35.8421052631579,1,0.06607929515418502,0.0,0.010572687224669605,0.033700440528634364,0.04427312775330397,0.0,0.13157894736842105,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,False,False,False,True,4.0
2025/26,499169,55,50,29,697,0,0,2,8,0,0,0,3,0,0,0,110,73.2,74.6,29.0,17.6,17,30,8,25,5,0.1,0.2,0.3,9.01,7,7,Lewis-Skelly,Arsenal,MID,5.5,5.5,5.0,-0.5,5.8,3.744619799139168,18.342105263157894,0,0.0,0.0,0.01291248206599713,0.02582496413199426,0.03873744619799139,0.0,0.05263157894736842,0.0,37.0,0.0,1362.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.444933920704846,0.0,0.010572687224669605,0.0,0.033700440528634364,0.0,False,False,False,True,5.0
2025/26,466075,55,56,109,1697,1,2,13,8,0,0,0,5,0,0,6,389,283.0,182.3,313.0,77.9,70,74,32,102,22,3.36,0.76,4.12,9.72,8,8,Calafiori,Arsenal,DEF,5.5,5.5,5.6,0.09999999999999964,19.464285714285715,5.780789628756629,44.6578947368421,3,0.05303476723629936,0.10606953447259872,0.17819681791396583,0.04030642309958751,0.21850324101355334,0.0,0.34210526315789475,0.3182086034177961,39.0,,978.0,,2.0,,1.0,,1.0,,1.0,,3.5889570552147236,,0.07914110429447853,,0.06349693251533742,,True,False,False,False,5.0
2020/21,198869,45,45,104,3192,0,0,12,44,0,0,0,3,1,0,5,571,488.6,152.5,153.0,79.7,0,0,0,0,0,0.0,0.0,0.0,0.0,10,10,White,Arsenal,DEF,5.5,4.5,4.5,0.0,23.11111111111111,2.932330827067669,84.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.14097744360902256,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,True,False,False,False,
2021/22,198869,45,46,107,2880,0,0,13,35,1,0,0,3,0,0,9,557,592.8,182.3,150.0,92.5,0,0,0,0,0,0.0,0.0,0.0,0.0,10,10,White,Arsenal,DEF,5.5,4.5,4.6,0.09999999999999964,23.260869565217394,3.34375,75.78947368421052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.34210526315789475,0.28125,104.0,0.0,3192.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,2.932330827067669,0.0,0.0,0.0,0.0,0.0,True,False,False,False,1.0
2022/23,198869,45,50,156,3054,2,5,15,35,0,0,0,5,0,0,12,734,655.4,492.5,159.0,130.8,0,0,0,0,36,1.25,3.6,4.85,37.23,10,10,White,Arsenal,DEF,5.5,4.5,5.0,0.5,31.2,4.597249508840865,80.36842105263158,7,0.05893909626719058,0.14734774066797643,0.03683693516699411,0.10609037328094303,0.14292730844793713,0.0,0.39473684210526316,0.35363457760314343,107.0,104.0,2880.0,3192.0,0.0,0.0,0.0,0.0,13.0,12.0,9.0,5.0,3.34375,2.932330827067669,0.0,0.0,0.0,0.0,True,False,False,False,2.0
2023/24,198869,55,61,182,2987,4,5,18,26,0,0,0,8,0,0,14,776,765.8,589.4,234.0,159.0,0,0,0,0,35,1.27,3.66,4.93,24.95,10,10,White,Arsenal,DEF,5.5,5.5,6.1,0.5999999999999996,29.836065573770494,5.483762972882491,78.60526315789474,9,0.12052226314027452,0.15065282892534315,0.03826581854703716,0.11027787077335119,0.14854368932038833,0.0,0.47368421052631576,0.42182792099096084,156.0,107.0,3054.0,2880.0,2.0,0.0,5.0,0.0,15.0,13.0,12.0,9.0,4.597249508840865,3.34375,0.03683693516699411,0.0,0.10609037328094303,0.0,True,False,False,False,3.0
2024/25,198869,65,62,50,1195,0,2,5,13,0,0,0,2,0,0,0,211,247.6,162.6,100.0,51.0,0,0,0,82,13,0.46,1.3,1.76,16.88,10,10,White,Arsenal,DEF,5.5,6.5,6.2,-0.2999999999999998,8.064516129032258,3.7656903765690375,31.44736842105263,2,0.0,0.1506276150627615,0.03464435146443515,0.09790794979079498,0.13255230125523013,0.0,0.13157894736842105,0.0,182.0,156.0,2987.0,3054.0,4.0,2.0,5.0,5.0,18.0,15.0,14.0,12.0,5.483762972882491,4.597249508840865,0.03826581854703716,0.03683693516699411,0.11027787077335119,0.10609037328094303,True,False,False,False,4.0
2025/26,198869,55,51,45,699,0,1,5,6,0,0,0,0,0,0,3,181,154.8,133.4,54.0,34.3,38,28,15,53,9,0.45,0.69,1.14,8.68,10,10,White,Arsenal,DEF,5.5,5.5,5.1,-0.40000000000000036,8.823529411764707,5.793991416309013,18.394736842105264,1,0.0,0.12875536480686695,0.057939914163090134,0.08884120171673819,0.1467811158798283,0.0,0.13157894736842105,0.38626609442060084,50.0,182.0,1195.0,2987.0,0.0,4.0,2.0,5.0,5.0,18.0,0.0,14.0,3.7656903765690375,5.483762972882491,0.03464435146443515,0.03826581854703716,0.09790794979079498,0.11027787077335119,True,False,False,False,5.0
2019/20,223340,45,47,71,1746,1,6,7,18,0,0,0,6,0,0,4,259,327.2,322.5,248.0,89.8,0,0,0,0,0,0.0,0.0,0.0,0.0,12,12,Saka,Arsenal,MID,9.5,4.5,4.7,0.20000000000000018,15.106382978723405,3.65979381443299,45.94736842105263,7,0.051546391752577324,0.30927835051546393,0.0,0.0,0.0,0.0,0.18421052631578946,0.2061855670103093,1.0,,7.0,,0.0,,0.0,,0.0,,0.0,,12.857142857142858,,0.0,,0.0,,False,False,False,True,
2020/21,223340,55,51,114,2554,5,5,8,31,1,0,0,1,0,0,8,414,493.0,650.6,984.0,212.7,0,0,0,0,0,0.0,0.0,0.0,0.0,12,12,Saka,Arsenal,MID,9.5,5.5,5.1,-0.40000000000000036,22.35294117647059,4.0172278778386845,67.21052631578948,10,0.17619420516836337,0.17619420516836337,0.0,0.0,0.0,0.0,0.21052631578947367,0.28191072826938135,71.0,1.0,1746.0,7.0,1.0,0.0,6.0,0.0,7.0,0.0,4.0,0.0,3.65979381443299,12.857142857142858,0.0,0.0,0.0,0.0,False,False,False,True,
2021/22,223340,65,67,179,2978,11,9,13,39,0,0,0,6,0,0,18,566,790.4,977.8,1434.0,320.0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,12,Saka,Arsenal,MID,9.5,6.5,6.7,0.20000000000000018,26.71641791044776,5.4096709200805915,78.36842105263158,20,0.33243787777031564,0.2719946272666219,0.0,0.0,0.0,0.0,0.34210526315789475,0.5439892545332438,114.0,71.0,2554.0,1746.0,5.0,1.0,5.0,6.0,8.0,7.0,8.0,4.0,4.0172278778386845,3.65979381443299,0.0,0.0,0.0,0.0,False,False,False,True,1.0
2022/23,223340,80,80,202,3183,14,12,12,42,0,0,1,6,0,0,19,678,1014.2,1106.1,1214.0,333.4,0,0,0,0,37,11.49,5.97,17.46,39.66,12,12,Saka,Arsenal,MID,9.5,8.0,8.0,0.0,25.25,5.711592836946277,83.76315789473684,26,0.39585296889726673,0.3393025447690858,0.3248821866163996,0.16880301602262016,0.4936852026390198,0.0,0.3157894736842105,0.5372290292177191,179.0,114.0,2978.0,2554.0,11.0,5.0,9.0,5.0,13.0,8.0,18.0,8.0,5.4096709200805915,4.0172278778386845,0.0,0.0,0.0,0.0,False,False,False,True,2.0
2023/24,223340,85,88,226,2922,16,12,16,27,0,0,0,4,0,0,29,776,1093.8,1319.8,1342.0,375.7,0,0,0,0,35,15.4,10.9,26.29,25.66,12,12,Saka,Arsenal,MID,9.5,8.5,8.8,0.3000000000000007,25.68181818181818,6.960985626283367,76.89473684210526,28,0.4928131416837782,0.36960985626283366,0.47433264887063653,0.33572895277207393,0.8097535934291581,0.0,0.42105263157894735,0.893223819301848,202.0,179.0,3183.0,2978.0,14.0,11.0,12.0,9.0,12.0,13.0,19.0,18.0,5.711592836946277,5.4096709200805915,0.3248821866163996,0.0,0.16880301602262016,0.0,False,False,False,True,3.0
2024/25,223340,100,104,127,1724,6,11,7,21,0,0,0,3,0,0,18,508,606.0,842.8,830.0,227.9,0,0,0,108,20,6.87,7.78,14.65,17.72,12,12,Saka,Arsenal,MID,9.5,10.0,10.4,0.40000000000000036,12.211538461538462,6.629930394431555,45.36842105263158,17,0.3132250580046404,0.574245939675174,0.35864269141531324,0.40614849187935037,0.7647911832946637,0.0,0.18421052631578946,0.9396751740139211,226.0,202.0,2922.0,3183.0,16.0,14.0,12.0,12.0,16.0,12.0,29.0,19.0,6.960985626283367,5.711592836946277,0.47433264887063653,0.3248821866163996,0.33572895277207393,0.16880301602262016,False,False,False,True,4.0
2025/26,223340,100,100,157,2218,7,10,12,16,0,0,0,2,0,0,18,570,627.0,847.6,828.0,230.6,28,116,40,184,25,7.57,7.16,14.73,15.57,12,12,Saka,Arsenal,MID,9.5,10.0,10.0,0.0,15.7,6.370604147880973,58.36842105263158,17,0.2840396753832281,0.40577096483318303,0.30716862037871956,0.2905320108205591,0.5977006311992786,0.0,0.3157894736842105,0.7303877366997295,127.0,226.0,1724.0,2922.0,6.0,16.0,11.0,12.0,7.0,16.0,18.0,29.0,6.629930394431555,6.960985626283367,0.35864269141531324,0.47433264887063653,0.40614849187935037,0.33572895277207393,False,False,False,True,5.0
2017/18,204480,45,44,41,1421,0,0,3,29,0,0,0,1,0,0,0,280,310.4,35.7,29.0,37.5,0,0,0,0,0,0.0,0.0,0.0,0.0,13,13,Rice,Arsenal,MID,7.5,4.5,4.4,-0.09999999999999964,9.318181818181817,2.596762843068262,37.39473684210526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,90.0,,0.0,,0.0,,False,False,False,True,
2018/19,204480,45,44,92,3003,2,0,6,47,0,0,0,4,0,0,9,586,584.4,174.2,213.0,97.1,0,0,0,0,0,0.0,0.0,0.0,0.0,13,13,Rice,Arsenal,MID,7.5,4.5,4.4,-0.09999999999999964,20.909090909090907,2.757242757242757,79.02631578947368,2,0.05994005994005994,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.2697302697302697,41.0,1.0,1421.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.596762843068262,90.0,0.0,0.0,0.0,0.0,False,False,False,True,
